,问卷编号,调查员,民族,政治面貌,年级,您觉得自己是个典型的中国人吗,与世界其他国家的人相比中国人有自己的特点吗,v1,v2,v3,v4,你是否了解重活民族的传统节日,v5,您觉得中国怎么样,您认为中国有多少值得自豪的地方,您认为世界有多少比例的人尊重中国,对您而言作为一名中国人有多重要,会以中国人自豪吗,会隐瞒身份吗,会打多少分,国歌升起,世博会,中国传统文化,发展信心,你会为中国运动员呐喊助威,遇到灾难时中国人应该伸出援手,你愿意加入其他国籍吗,中国人要为祖国统一奋斗吗
477,662.0,杨惠珺,苗族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,特别多,不多的比例,比较重要,会,绝对不会,八十到一百,一般,感到自豪,比较肯定,很有信心,肯定会,很赞同,做外籍华人,很赞同
478,663.0,杨惠珺,回族,团员,大三,完全是,较有特点,有点同意,同意,不同意,有点同意,比较了解,比较了解,一般般,有一些,极少比例,不太重要,不会,也许会也许不会,四十到六十,没感觉,一般,比较肯定,不清楚,大多数情况下会,赞同,做外籍华人,不一定
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,544.0,洪炜琼,汉族,团员,大二,不太算,非常有特点,不同意,同意,不同意,同意,完全了解,比较了解,较差,有一些,不多的比例,不太重要,不会,绝对不会,零到二十,比较激动,一般,古板，跟不上潮流,不清楚,不一定,很赞同,其他,赞同
490,545.0,洪炜琼,回族,团员,大一,一般般,一般般,同意,同意,有点同意,同意,不太了解,不太了解,挺好,有一些,大多数比例,十分重要,不太会,也许会也许不会,六十到八十,感到非常激动,一般,比较肯定,很有信心,肯定会,很赞同,不加入,赞同
491,546.0,洪炜琼,汉族,团员,大一,完全是,较有特点,同意,完全同意,有点同意,完全同意,比较了解,不太了解,挺好,有一些,不多的比例,不太重要,会,绝对不会,八十到一百,比较激动,感到自豪,比较肯定,很有信心,肯定会,赞同,不加入,很赞同
492,547.0,洪炜琼,壮族,团员,大一,一般般,较有特点,同意,完全同意,有点同意,同意,比较了解,不太了解,一般般,有一些,不多的比例,一般般,不太会,绝对不会,四十到六十,比较激动,感到自豪,比较肯定,担忧不好说,大多数情况下会,赞同,不加入,赞同
493,548.0,洪炜琼,汉族,团员,大一,完全是,较有特点,完全同意,完全同意,完全同意,同意,比较了解,不太了解,挺好,特别多,较多比例,比较重要,会,绝对不会,六十到八十,没感觉,感到自豪,比较肯定,很有信心,肯定会,不一定,不加入,赞同
494,549.0,洪炜琼,苗族,团员,大一,可以算,一般般,同意,完全同意,有点同意,同意,不太了解,不太了解,一般般,有一些,不多的比例,一般般,有些,绝对不会,四十到六十,没感觉,比较好,比较肯定,没信心,肯定会,很赞同,不加入,赞同
495,550.0,洪炜琼,汉族,团员,大一,一般般,一般般,同意,同意,有点同意,同意,比较了解,比较了解,一般般,很多,较多比例,一般般,不会,可能会,20~40,比较激动,一般,比较肯定,很有信心,大多数情况下会,赞同,做外籍华人,赞同
496,551.0,洪炜琼,壮族,团员,大一,一般般,较有特点,同意,完全同意,完全同意,同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,赞同,其他,很赞同
497,552.0,洪炜琼,壮族,团员,大一,可以算,非常有特点,完全同意,完全同意,同意,完全同意,完全了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
498,553.0,洪炜琼,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,不太了解,不太了解,一般般,特别多,较多比例,比较重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,很赞同
499,554.0,洪炜琼,白族,团员,大一,可以算,一般般,完全同意,完全同意,同意,同意,比较了解,完全了解,挺好,很少,大多数比例,比较重要,有些,绝对不会,六十到八十,一般,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
500,687.0,王亚萍,藏族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,同意,比较了解,不太了解,挺好,有一些,大多数比例,十分重要,会,绝对不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
501,688.0,王亚萍,汉族,团员,大二,完全是,非常有特点,同意,有点同意,同意,同意,完全了解,比较了解,挺好,特别多,较多比例,比较重要,会,绝对不会,八十到一百,一般,一般,富有内涵，意义深刻,担忧不好说,不一定,赞同,做外籍华人,不一定
502,689.0,王亚萍,藏族,团员,大二,不太算,非常有特点,完全同意,完全同意,同意,同意,完全了解,比较了解,一般般,特别多,大多数比例,一般般,有些,一定会,零到二十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
503,690.0,王亚萍,回族,其他,大三,一般般,较有特点,完全同意,同意,同意,不同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,也许会也许不会,八十到一百,一般,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
504,691.0,王亚萍,壮族,团员,大三,可以算,较有特点,完全不同意,完全不同意,有点同意,有点同意,比较了解,不太了解,一般般,有一些,不多的比例,十分重要,会,也许会也许不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,不加入,赞同
505,692.0,王亚萍,汉族,党员,大三,完全是,较有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,特别多,大多数比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,很赞同
506,693.0,王亚萍,藏族,党员,大四,完全是,较有特点,同意,同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,感到非常激动,比较好,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
507,694.0,王亚萍,汉族,党员,大四,完全是,较有特点,完全不同意,完全同意,同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,比较肯定,很有信心,肯定会,很赞同,其他,赞同
508,695.0,王亚萍,回族,团员,大一,完全是,非常有特点,完全同意,完全同意,同意,完全同意,比较了解,不太了解,挺好,特别多,较多比例,比较重要,会,绝对不会,八十到一百,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,赞同
509,696.0,王亚萍,维吾尔族,团员,大一,完全是,非常有特点,同意,同意,同意,完全同意,比较了解,比较了解,一般般,很多,较多比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,其他,很赞同
510,697.0,王亚萍,汉族,团员,大一,可以算,较有特点,完全同意,完全同意,有点同意,同意,比较了解,不太了解,挺好,特别多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,不加入,很赞同
511,665.0,白露,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,同意,完全同意,比较了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
512,666.0,白露,汉族,群众,大三,不太算,非常有特点,有点同意,完全同意,同意,完全同意,比较了解,比较了解,一般般,有一些,大多数比例,一般般,不太会,也许会也许不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,做外籍华人,赞同
513,667.0,白露,彝族,团员,大二,可以算,较有特点,同意,完全同意,同意,同意,比较了解,比较了解,挺好,很少,较多比例,比较重要,有些,绝对不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,没信心,肯定会,赞同,不加入,不一定
514,668.0,白露,汉族,其他,大三,完全是,较有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,其他,很赞同
515,669.0,白露,回族,团员,大三,可以算,较有特点,完全同意,同意,有点同意,有点同意,比较了解,比较了解,挺好,很少,不多的比例,比较重要,有些,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
516,670.0,白露,回族,团员,大三,可以算,较有特点,同意,有点同意,不同意,同意,完全了解,比较了解,挺好,特别多,大多数比例,比较重要,会,绝对不会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,毫不犹豫加入,不一定
517,671.0,白露,彝族,群众,大三,可以算,较有特点,完全同意,同意,有点同意,同意,比较了解,比较了解,一般般,有一些,不多的比例,十分重要,会,也许会也许不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,不加入,很赞同
518,672.0,白露,瑶族,团员,大三,一般般,较有特点,同意,同意,有点同意,同意,比较了解,不太了解,一般般,有一些,不多的比例,一般般,不太会,很可能不会,六十到八十,比较激动,一般,富有内涵，意义深刻,不清楚,肯定会,很赞同,做外籍华人,赞同
519,673.0,白露,汉族,团员,大三,不太算,较有特点,同意,完全同意,完全同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,绝对不会,六十到八十,比较激动,感到自豪,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
520,674.0,白露,汉族,其他,大三,完全是,一般般,同意,同意,同意,完全同意,比较了解,比较了解,一般般,有一些,不多的比例,一般般,有些,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
521,675.0,白露,汉族,党员,大三,完全是,较有特点,同意,完全同意,有点同意,完全同意,完全了解,不太了解,挺好,很多,大多数比例,一般般,会,绝对不会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
522,151.0,罗少良,回族,团员,大一,完全是,非常有特点,完全同意,完全同意,同意,完全同意,比较了解,完全了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,赞同
523,152.0,罗少良,壮族,团员,大二,完全是,非常有特点,有点同意,完全同意,有点同意,同意,比较了解,比较了解,挺好,很多,不多的比例,比较重要,会,绝对不会,四十到六十,一般,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
524,153.0,罗少良,壮族,团员,大一,完全不是,毫无特点,同意,有点同意,不同意,不同意,完全不了解,完全不了解,很差劲,特别少,较多比例,比较重要,无所谓,绝对不会,零到二十,没感觉,没感觉,比较肯定,没信心,绝对不会,很不赞同,毫不犹豫加入,很不赞同
525,154.0,罗少良,苗族,其他,大四,可以算,非常有特点,完全同意,完全同意,完全同意,完全同意,不太了解,比较了解,挺好,特别多,大多数比例,比较重要,会,一定会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
526,155.0,罗少良,汉族,其他,大一,可以算,非常有特点,完全同意,同意,完全同意,完全同意,比较了解,比较了解,挺好,特别多,大多数比例,十分重要,会,绝对不会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
527,156.0,罗少良,仫佬族,团员,大一,完全不是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,特别多,大多数比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
528,157.0,罗少良,汉族,其他,大一,完全不是,毫无特点,完全不同意,完全不同意,完全不同意,完全不同意,完全不了解,完全不了解,很差劲,特别少,不多的比例,不太重要,不太会,很可能不会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,没信心,绝对不会,赞同,做外籍华人,赞同
529,158.0,罗少良,土家族,群众,大一,完全是,非常有特点,同意,同意,同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,很赞同
530,159.0,罗少良,裕固族,党员,大一,完全是,较有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,有一些,较多比例,十分重要,会,绝对不会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,做外籍华人,很赞同
531,160.0,罗少良,汉族,党员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,赞同
532,161.0,罗少良,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,同意,完全同意,比较了解,完全了解,十分棒,特别多,不多的比例,比较重要,会,绝对不会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
533,162.0,罗少良,回族,团员,大三,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,大多数比例,十分重要,有些,可能会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,做外籍华人,不赞同
534,163.0,罗少良,土家族,团员,大二,完全是,一般般,有点同意,同意,同意,同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,无所谓,也许会也许不会,四十到六十,比较激动,比较好,比较肯定,没信心,不一定,不一定,不加入,赞同
535,164.0,罗少良,彝族,团员,大二,完全是,非常有特点,完全同意,完全同意,有点同意,有点同意,完全了解,比较了解,一般般,很多,大多数比例,十分重要,无所谓,也许会也许不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,不一定,很赞同,不加入,赞同
536,168.0,罗少良,白族,团员,大四,完全是,一般般,有点同意,完全同意,有点同意,完全同意,完全了解,比较了解,十分棒,很多,较多比例,十分重要,会,也许会也许不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
537,169.0,罗少良,汉族,群众,大四,完全是,非常有特点,完全同意,完全同意,同意,完全同意,比较了解,比较了解,一般般,有一些,大多数比例,不太重要,会,绝对不会,四十到六十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,不赞同
538,170.0,罗少良,汉族,其他,大二,不太算,一般般,完全不同意,不同意,有点同意,同意,完全了解,完全不了解,挺好,很少,较多比例,毫不重要,不太会,可能会,四十到六十,一般,比较好,比较肯定,担忧不好说,肯定会,不一定,不加入,不一定
539,171.0,罗少良,苗族,群众,大三,完全是,非常有特点,完全不同意,完全同意,同意,同意,比较了解,比较了解,一般般,有一些,不多的比例,一般般,无所谓,也许会也许不会,四十到六十,一般,一般,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,不一定
540,172.0,罗少良,瑶族,团员,大三,一般般,非常有特点,完全同意,完全同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,一般般,会,绝对不会,四十到六十,比较激动,一般,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,做外籍华人,很赞同
541,173.0,罗少良,回族,群众,大三,完全是,较有特点,完全同意,完全同意,完全同意,同意,比较了解,比较了解,十分棒,特别多,不多的比例,十分重要,会,绝对不会,八十到一百,感到非常激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
542,174.0,罗少良,藏族,团员,大三,完全是,较有特点,完全同意,完全同意,有点同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,不赞同,做外籍华人,很赞同
543,175.0,罗少良,藏族,团员,大三,可以算,非常有特点,完全同意,同意,完全同意,有点同意,比较了解,比较了解,挺好,特别多,极少比例,比较重要,有些,可能会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
544,176.0,罗少良,回族,党员,大三,一般般,较有特点,同意,同意,有点同意,有点同意,比较了解,比较了解,很差劲,有一些,较多比例,比较重要,有些,绝对不会,零到二十,一般,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,不赞同
545,177.0,罗少良,苗族,群众,大四,可以算,一般般,不同意,有点同意,有点同意,有点同意,不太了解,不太了解,一般般,很少,极少比例,一般般,无所谓,也许会也许不会,四十到六十,一般,一般,富有内涵，意义深刻,不清楚,大多数情况下会,不一定,其他,不一定
546,178.0,罗少良,瑶族,群众,大三,可以算,较有特点,同意,有点同意,有点同意,有点同意,不太了解,不太了解,一般般,很少,较多比例,比较重要,不太会,很可能不会,六十到八十,比较激动,一般,古板，跟不上潮流,担忧不好说,不一定,不一定,毫不犹豫加入,不一定
547,179.0,罗少良,汉族,党员,大二,可以算,较有特点,同意,同意,同意,同意,完全了解,完全了解,一般般,有一些,较多比例,一般般,无所谓,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,不一定
548,180.0,罗少良,回族,团员,大三,可以算,较有特点,同意,同意,同意,有点同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,无所谓,也许会也许不会,零到二十,比较激动,一般,富有内涵，意义深刻,担忧不好说,不一定,不一定,毫不犹豫加入,不赞同
549,271.0,袁帝航,哈萨克族,团员,大一,不太算,较有特点,同意,完全同意,同意,完全同意,比较了解,比较了解,一般般,有一些,大多数比例,十分重要,会,绝对不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
550,272.0,袁帝航,汉族,团员,大一,一般般,较有特点,同意,同意,有点同意,同意,不太了解,比较了解,一般般,有一些,大多数比例,不太重要,有些,也许会也许不会,20~40,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,做外籍华人,赞同
551,273.0,袁帝航,汉族,群众,大一,完全是,较无特点,有点同意,不同意,完全不同意,有点同意,不太了解,完全不了解,十分棒,特别多,大多数比例,一般般,无所谓,也许会也许不会,四十到六十,没感觉,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,不赞同
552,274.0,袁帝航,藏族,其他,大一,不太算,一般般,同意,同意,有点同意,不同意,不太了解,不太了解,挺好,有一些,不多的比例,比较重要,无所谓,一定会,四十到六十,一般,比较好,比较肯定,担忧不好说,不一定,赞同,不加入,赞同
553,275.0,袁帝航,汉族,团员,大一,可以算,较有特点,有点同意,完全同意,完全不同意,完全不同意,不太了解,不太了解,一般般,很多,大多数比例,一般般,有些,绝对不会,四十到六十,比较激动,一般,比较肯定,担忧不好说,绝对不会,赞同,不加入,不一定
554,276.0,袁帝航,蒙古族,团员,大一,完全是,一般般,完全同意,完全同意,有点同意,有点同意,比较了解,完全了解,挺好,特别多,不多的比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,不一定
555,277.0,袁帝航,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,十分棒,特别多,较多比例,比较重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,不加入,很赞同
556,278.0,袁帝航,汉族,党员,大二,一般般,非常有特点,同意,完全同意,同意,完全不同意,比较了解,比较了解,挺好,特别多,大多数比例,十分重要,会,绝对不会,八十到一百,感到非常激动,比较好,比较肯定,很有信心,肯定会,很不赞同,毫不犹豫加入,很赞同
557,279.0,袁帝航,回族,团员,大二,完全是,非常有特点,同意,完全同意,完全同意,同意,完全了解,比较了解,挺好,有一些,较多比例,比较重要,有些,可能会,八十到一百,感到非常激动,一般,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
558,280.0,袁帝航,汉族,党员,大二,不太算,较有特点,同意,有点同意,有点同意,不同意,不太了解,比较了解,较差,有一些,极少比例,一般般,不会,很可能不会,20~40,一般,一般,富有内涵，意义深刻,没信心,不一定,不一定,其他,不赞同
559,281.0,袁帝航,汉族,团员,大二,可以算,较有特点,同意,同意,同意,同意,不太了解,不太了解,较差,有一些,极少比例,一般般,有些,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
560,282.0,袁帝航,汉族,团员,大二,完全是,非常有特点,同意,有点同意,同意,不同意,比较了解,完全了解,挺好,很多,大多数比例,十分重要,会,绝对不会,八十到一百,感到非常激动,一般,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
561,283.0,袁帝航,汉族,团员,大二,完全是,非常有特点,同意,同意,有点同意,同意,不太了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,没信心,肯定会,赞同,其他,不赞同
562,284.0,袁帝航,汉族,团员,大二,完全是,非常有特点,同意,同意,有点同意,同意,不太了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,没感觉,比较好,富有内涵，意义深刻,担忧不好说,不一定,赞同,不加入,赞同
563,285.0,袁帝航,汉族,党员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,有一些,较多比例,十分重要,会,绝对不会,八十到一百,没感觉,感到自豪,富有内涵，意义深刻,担忧不好说,不一定,很赞同,不加入,不赞同
564,286.0,袁帝航,汉族,团员,大二,不太算,较有特点,同意,同意,同意,不同意,不太了解,比较了解,一般般,很多,大多数比例,一般般,会,绝对不会,八十到一百,感到非常激动,感到自豪,比较肯定,没信心,肯定会,很赞同,不加入,很赞同
565,287.0,袁帝航,蒙古族,团员,大一,完全是,非常有特点,完全同意,完全同意,不同意,同意,完全了解,完全了解,十分棒,很少,大多数比例,比较重要,有些,也许会也许不会,六十到八十,感到非常激动,比较好,比较肯定,很有信心,不一定,很赞同,其他,不一定
566,289.0,袁帝航,维吾尔族,其他,大二,可以算,一般般,同意,同意,同意,同意,比较了解,比较了解,一般般,很少,大多数比例,一般般,不会,一定会,六十到八十,感到非常激动,一般,比较肯定,很有信心,肯定会,赞同,其他,不一定
567,290.0,袁帝航,蒙古族,其他,大三,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,无所谓,绝对不会,八十到一百,感到非常激动,感到自豪,比较肯定,很有信心,大多数情况下会,赞同,不加入,赞同
568,291.0,袁帝航,土家族,群众,大一,完全是,较有特点,同意,完全同意,同意,完全同意,比较了解,比较了解,挺好,有一些,不多的比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
569,292.0,袁帝航,汉族,团员,大一,完全是,较有特点,有点同意,有点同意,完全同意,同意,比较了解,比较了解,挺好,很多,不多的比例,比较重要,有些,绝对不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,没信心,肯定会,不一定,做外籍华人,很不赞同
570,294.0,袁帝航,壮族,团员,大一,一般般,较有特点,同意,完全同意,有点同意,有点同意,比较了解,不太了解,挺好,很多,不多的比例,十分重要,会,很可能不会,六十到八十,一般,一般,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,很赞同
571,295.0,袁帝航,回族,群众,大一,完全是,一般般,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,不太重要,不太会,很可能不会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
572,296.0,袁帝航,布依族,群众,大一,不太算,较有特点,同意,有点同意,不同意,不同意,比较了解,完全不了解,一般般,有一些,极少比例,比较重要,有些,绝对不会,六十到八十,一般,一般,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,毫不犹豫加入,很赞同
573,298.0,袁帝航,蒙古族,党员,大三,完全是,非常有特点,同意,完全同意,有点同意,同意,比较了解,比较了解,很差劲,有一些,不多的比例,十分重要,不会,绝对不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,赞同,其他,不赞同
574,299.0,袁帝航,维吾尔族,群众,大二,可以算,较有特点,同意,有点同意,有点同意,有点同意,完全了解,完全了解,挺好,有一些,不多的比例,十分重要,会,很可能不会,20~40,一般,比较好,富有内涵，意义深刻,很有信心,肯定会,很不赞同,其他,不赞同
575,300.0,袁帝航,蒙古族,团员,大三,可以算,较有特点,有点同意,有点同意,有点同意,有点同意,不太了解,不太了解,挺好,有一些,较多比例,比较重要,无所谓,很可能不会,四十到六十,一般,一般,古板，跟不上潮流,担忧不好说,大多数情况下会,不一定,做外籍华人,不一定
576,533.0,郑盼,回族,团员,大三,完全是,非常有特点,完全同意,有点同意,完全同意,完全同意,完全了解,完全了解,挺好,特别多,大多数比例,十分重要,会,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
577,534.0,郑盼,汉族,团员,大一,可以算,较有特点,完全同意,有点同意,同意,同意,比较了解,比较了解,十分棒,特别多,较多比例,一般般,会,也许会也许不会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,很赞同
578,535.0,郑盼,回族,团员,大三,一般般,较有特点,完全同意,有点同意,同意,同意,比较了解,完全了解,挺好,很多,较多比例,十分重要,会,一定会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,不加入,很赞同
579,536.0,郑盼,汉族,团员,大一,完全是,非常有特点,完全同意,同意,同意,有点同意,比较了解,比较了解,十分棒,特别多,大多数比例,十分重要,会,一定会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,赞同
580,537.0,郑盼,汉族,党员,大三,不太算,较无特点,完全不同意,同意,不同意,不同意,完全不了解,完全不了解,很差劲,有一些,较多比例,不太重要,不太会,很可能不会,八十到一百,比较激动,没感觉,古板，跟不上潮流,担忧不好说,肯定会,很赞同,其他,很赞同
581,538.0,郑盼,回族,团员,大二,可以算,较有特点,同意,有点同意,有点同意,不同意,比较了解,比较了解,挺好,很多,大多数比例,十分重要,会,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,赞同
582,539.0,郑盼,汉族,党员,大三,完全是,非常有特点,完全同意,同意,有点同意,有点同意,比较了解,比较了解,较差,很少,不多的比例,不太重要,不太会,很可能不会,20~40,没感觉,一般,比较肯定,担忧不好说,大多数情况下会,不赞同,其他,赞同
583,540.0,郑盼,土家族,团员,大一,可以算,一般般,有点同意,同意,同意,同意,不太了解,不太了解,挺好,很少,较多比例,一般般,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,不一定,赞同,毫不犹豫加入,赞同
